Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2013-0020-IDN,2013,0020,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Nangroe Aceh Darussalam province,,,,,,,,6,Richter,4.927,95.907,,,2013,1,22,2013,1,22,1,15,500,,515,,,,91.12079403
2013-0436-IDN,2013,0436,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Nangroe Aceh Darussalam province,,,,,,,,5,Richter,5.1033,95.9709,12:40,,2013,10,22,2013,10,22,1,3,2735,,2738,,,,91.12079403
2013-0542-IDN,2013,0542,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sinabung,Waiting,Indonesia,IDN,South-Eastern Asia,Asia,Karo district (Sumatera Utara province),,,,Yes,,,,,,3.17,98.392,,,2013,9,,2013,12,,,,29727,,29727,,,,91.12079403
2013-0007-IDN,2013,0007,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Dki Jakarta province,Moonsonal rains,,,Yes,,,,1746,Km2,-6.17945,106.73,,,2013,1,17,2013,1,31,34,,248846,,248846,,300000,3000000,91.12079403
2013-0034-IDN,2013,0034,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Manggala, Biringkanaya, Panakkukang, Tamalanrea areas (Kota Makassar district, Sulawesi Selatan province), Pangkajene Kepulauan, Maros, Jeneponto, Barru, Gowa districts (Sulawesi Selatan province)",,,,,,,,67600,Km2,-0.86702,121.88,,,2013,1,3,2013,1,10,8,,1000,,1000,,,,91.12079403
2013-0126-IDN,2013,0126,Natural,Hydrological,Flood,Riverine flood,,,Declar,Indonesia,IDN,South-Eastern Asia,Asia,"Blora district (Jawa Tengah province), Bojonegoro, Ngawi, Tuban, Lamongan, Gresik districts (Jawa Timur province)",,,,,,,,,Km2,,,,,2013,4,7,2013,4,11,11,,115000,,115000,,,,91.12079403
2013-0364-IDN,2013,0364,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Penejam Paser Utara district (Kalimantan Timur province), Sekadau district (Kalimantan Barat province), Bonebolango district (Gorontalo province), Naganraya district (Nangroe Aceh Darussalam province)",Heavy rains,,,,,,,,Km2,,,,,2013,9,12,2013,9,12,,,23640,,23640,,,,91.12079403
2013-0428-IDN,2013,0428,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Stabat, Batang Serangan, Secanggang, Wampu, Padang Tualang villages (Langkat district, Sumatera Utara province)",Torrential rain,,,,,,,31024,Km2,,99.68,,,2013,10,7,2013,10,14,,,16000,,16000,,,,91.12079403
2013-0541-IDN,2013,0541,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Kota Tebingtinggi district (Sumatera Utara province),Heavy rainfall,,,,,,,22525,Km2,4.48013,97.29,,,2013,12,28,2013,12,30,,,22500,,22500,,,2000,91.12079403
2013-0553-IDN,2013,0553,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Bojonegoro, Tuban, Gresik, Mojokerto districts (Jawa Timur province)",Heavy rainfall,,,,,,,,Km2,,,,"Bengawan Solo, Lamong rivers",2013,12,14,2013,12,15,4,,84250,,84250,,,2000,91.12079403
2013-0560-IDN,2013,0560,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Belu district (Nusatenggara Timur province),Heavy rains enhanced by Tropical cyclone Rusty,,,,,,,,Km2,,,,,2013,2,26,2013,2,28,3,,13860,,13860,,,,91.12079403
2013-0022-IDN,2013,0022,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Agam district (Sumatera Barat province), Kerinci district (Jambi province)",Heavy rains,,,,,,,,,,,,,2013,1,25,2013,1,27,21,3,,,3,,,,91.12079403
2013-0086-IDN,2013,0086,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Cililin village (Bandung district, Jawa Barat province)",Torrential rain,,,,,,,,,,,,,2013,3,25,2013,3,25,13,,,,,,,,91.12079403
2013-0380-KHM,2013,0380,Natural,Hydrological,Flood,Riverine flood,,,Kill,Cambodia,KHM,South-Eastern Asia,Asia,"Battambang, Banteay Meanchey, Kampong Cham, Prey Veng, Kandal, Siem Reap, Kratie, Kampong Thom, Otdar Meanchey, Stung Treng, Pursat, Kampong Chhnang, Ratanak Kiri, Preah Vihear, Svay Rieng, Phnom Penh, Takeo, Pailin, Kampot provinces",Monsoonal rains and Typhoon Usagi,,,,,,,52283,Km2,,105.08,,Mekong river,2013,9,24,2013,10,14,200,,1500000,,1500000,,,500000,91.12079403
2013-0338-LAO,2013,0338,Natural,Hydrological,Flood,Riverine flood,,,Kill,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Xay, Beng districts (Oudomxai province), Khop, Xienghone, Ngeun, Xayabury districts (Xaignabouli province), Bolikhanh, Paksane, Pakkading, Thaphabath districts (Bolikhamxai province), Nakai, Mahaxay, Nongbok, Xebangfay, Hinboon districts (Khammuan province), Pek, Kham, Thathom districts (Xiangkhouang province), Kasy, Feuang, Mad, Hom districts (Vientiane province)",Persitent rains,,,,,,,,Km2,,,,,2013,6,,2013,8,,20,77,350000,,350077,,,60000,91.12079403
2013-0417-LAO,2013,0417,Natural,Hydrological,Flood,Riverine flood,,,Affected,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Salavan, Champasak, Attapu, Savannakhet, Xekong provinces",Tropical Depression 18,,,,,,,,Km2,,,,,2013,9,16,2013,9,18,3,,224176,,224176,,,61000,91.12079403
2013-0367-LAO,2013,0367,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,,,,,,No,No,,,Vaccinated,,,,,2013,1,,2013,8,,77,,36000,,36000,,,,91.12079403
2014-0018-IDN,2014,0018,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Manado, Minahasa Utara, Kota Tomohon, Minahasa, Minahasa Selatan, Kepulauan-sangihe districts (Sulawesi Utara province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Tondano, Malalayang, Bahu, Singkil",2014,1,14,2014,1,17,20,,128182,,128182,,,153000,92.59898057
2014-0038-IDN,2014,0038,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Subang, Indramayu districts (Jawa Barat province), Demak, Kudus districts (Jawa Tengah province), Jombang district (Jawa Timur province)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2014,1,24,2014,1,28,,,259100,1250,260350,,,173000,92.59898057
2014-0057-IDN,2014,0057,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Jawa Tengah, Jawa Timur provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2014,1,19,2014,1,22,11,,,4000,4000,,,2000,92.59898057
2014-0044-IDN,2014,0044,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sinabung,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Karo district (Sumatera Utara province),,,,,,,,,,3.17,98.392,,,2014,2,1,2014,2,1,32,2,32000,,32002,,,83000,92.59898057
2014-0064-IDN,2014,0064,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Kelud,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Bantul, Kota Yogyakarta, Kulonprogo, Sleman districts (Daerah Istimewa Yogyakarta province), Boyolali, Kebumen, Kota Magelang, Kota Surakarta, Magelang, Purworejo, Temanggung, Wonogiri districts (Jawa Tengah province), Blitar, Kediri, Kota Blitar, Kota Kediri, Kota Malang, Kota Surabaya, Malang, Pacitan, Ponorogo districts (Jawa Timur province), Kota Mataram district (Nusatenggara Barat province)",,,,,,,,,,-7.93,112.308,,,2014,2,14,2014,2,14,7,70,83088,,83158,,,103000,92.59898057
2014-0056-IDN,2014,0056,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Tangerang district (Banten province), Dki Jakarta province",Heavy rains,,,,,,,35769,Km2,-6.6324,107.71,,,2014,1,8,2014,2,7,32,,20000,,20000,,20000,600000,92.59898057
2014-0081-IDN,2014,0081,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Abepura area (Kota Jayapura district, Papua province)",Heavy rains,,,,,,,,Km2,,,,,2014,2,25,2014,2,25,13,,275,,275,,,,92.59898057
2014-0034-IDN,2014,0034,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Jombang district (Jawa Timur province),Heavy rains,,,,,,,,,,,,,2014,1,28,2014,1,28,19,,,,,,,,92.59898057
2011-0519-PHL,2011,0519,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Washi (Sendong),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",,Flood,"Slide (land, mud, snow, rock)",Yes,,Yes,,,Kph,8.526,124.88,,,2011,12,15,2011,12,18,1439,6071,1144229,,1150300,,,38082,87.98460292
2011-0592-PHL,2011,0592,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Compostela district (Region XI province),,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2011,3,31,2011,3,31,2,,871,,871,,,,87.98460292
2011-0468-PHL,2011,0468,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Cagayan, Isabela districts (Region II province), Aurora district (Region III province), Capiz, Aklan districts (Region VI province)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2011,11,14,2011,11,17,5,13,16178,,16191,,,183,87.98460292
2011-0555-PHL,2011,0555,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Chedeng (Songda),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Taguig city (Metropolitan Manila district, National Capital region (NCR) province), Isabela district (Region II (Cagayan Valley) province), Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Zamboanga del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province), Lanao del Sur, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",,Flood,,,,,,,Kph,,,,,2011,5,20,2011,5,29,,,446907,,446907,,,431,87.98460292
2011-0445-PHL,2011,0445,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Valencia area (Bukidnon district, Region X (Northern Mindanao) province)",,,,,,,,5,Richter,7.904,125.195,,,2011,11,7,2011,11,7,,3,25,,28,,,,87.98460292
2011-0564-PHL,2011,0564,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Taal,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Talisay, San Nicolas, Balete areas (Batangas district, Region IV-A (Calabarzon) province)",,,,,,,,,,14.002,120.993,,,2011,3,17,2011,4,18,,,1315,,1315,,,,87.98460292
2011-0469-PHL,2011,0469,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Carmen, Braulio E. Dujali areas (Davao del Norte district, Region XI province)",Torrential rain,,,,,,,3076,Km2,8.085,125.93,,,2011,11,9,2011,11,14,,,8610,,8610,,,178881,87.98460292
2011-0562-PHL,2011,0562,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Enrique B. Magalona, Victorias City areas (Negros Occidental district (Region VI province)",Continuous rain,,,,,,,,Km2,,,,,2011,5,5,2011,5,5,,,30858,,30858,,,,87.98460292
2011-0588-PHL,2011,0588,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Zamboanga city (Zamboanga Del Sur district, Region IX province)",,,,,,,,,Km2,,,,,2011,7,20,2011,7,20,,,469,,469,,,,87.98460292
2011-0540-PHL,2011,0540,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Catanduanes district (Region V (Bicol) province), Aklan, Capiz, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte district (Region XI (Davao Region) province), Agusan del Sur, Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",Low Pressure Area and Tail End of the Cold FRont,,,,,,,,Km2,,,,,2011,12,25,2011,12,28,12,9,171800,,171809,,,,87.98460292
2011-0542-PHL,2011,0542,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Casiguran, Dilasag areas (Aurora district, Region III), Isabela, Cagayan districts (Region II province)",Monsoonal rain,,,,,,,,Km2,,,,,2011,12,21,2011,12,21,10,,39520,,39520,,,,87.98460292
2011-0576-PHL,2011,0576,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm Haima (Egay),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Autonomous region in Muslim Mindanao (ARMM), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog) Region IV-A (Calabarzon), Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,,,,,,Kph,,,,,2011,6,14,2011,6,20,,,,,,,,,87.98460292
2011-0563-PHL,2011,0563,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Palawan,,,,,No,No,,,Vaccinated,,,,,2011,3,1,2011,4,18,20,,563,,563,,,,87.98460292
2011-0545-PHL,2011,0545,Natural,Biological,Epidemic,Viral disease,,Dengue,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cavite, Laguna, Batangas, Rizal, Quezon provinces",,,,,No,No,,,Vaccinated,,,,,2011,1,1,2011,8,,33,,6778,,6778,,,,87.98460292
2011-0457-THA,2011,0457,Natural,Biological,Epidemic,Viral disease,,Dengue,Kill,Thailand,THA,South-Eastern Asia,Asia,"Buriram, Chaiyaphum, Nakhon Ratchasima, Surin",,,,,No,No,,,Vaccinated,,,,,2011,9,,2011,9,,27,,37728,,37728,,,,87.98460292
2011-9207-THA,2011,9207,Natural,Climatological,Drought,Drought,,,Waiting,Thailand,THA,South-Eastern Asia,Asia,"Chians Rai, Nan, Phrae, Loei, Nong Khai, Ubon Ratchathani, Mukdahan, Sakon Nakhon, Si Saket, Surin, Chaiyaphum, Amnat Charoen, Kalasin, Nakhon Ratchasima, Buriram, Yasothon provinces (North); Sukhothai, Phetchabun, Phichit provinces (Central); Prachuap Khilikhan, Phetchaburi, Kanchanaburi provinces (West)",,,,,,Yes,,,Km2,,,,,2011,6,,2011,,,,,,,,,,,87.98460292
2011-0576-VNM,2011,0576,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm Haima (Egay),Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai, Binh Dinh, Da Nang City, Gia Lai, Ha Tinh, Kon Tum, Nghe An, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue provinces",,,,,,,,,Kph,,,,,2011,6,19,2011,6,24,,,,,,,,,87.98460292
2012-0259-VNM,2012,0259,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Vicente,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Kan, Cao Bang, Ha Giang, Lang Son, Tuyen Quang provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2012,7,26,2012,7,27,10,3,,,3,,,,89.80529293
2012-0406-PHL,2012,0406,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Son Tinh (Ofel),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2012,10,25,2012,10,25,36,19,108021,,108040,,,1339,89.80529293
2012-0540-PHL,2012,0540,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Wukong (Quinta),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,Flood,Surge,,,,90,,Kph,,,,,2012,12,25,2012,12,27,24,3,241603,,241606,,,5526,89.80529293
2012-0417-MMR,2012,0417,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Chaung-U area (Monywa district, Sagaing province), Kyaukmyaung village (Shwebo district, Sagaing province), Myaung area (Sagaing district, Sagaing province), Mogok, Singu, Thabeikkyin areas (Pyin-Oo-Lwin district, Mandalay province), Kyaukse district (Mandalay province)",,"Slide (land, mud, snow, rock)",,,,,,7,Richter,23.005,95.885,07:42,,2012,11,11,2012,11,11,38,231,1255,,1486,,,1170,89.80529293
2012-0031-PHL,2012,0031,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Tayasan area (Negros Oriental district, Region VII (Central Visayas) province)",,"Slide (land, mud, snow, rock)",,,,,220,7,Richter,9.999,123.206,11:49,,2012,2,6,2012,2,6,113,112,320165,,320277,,,8900,89.80529293
2012-0294-VNM,2012,0294,Natural,Meteorological,Storm,Tropical cyclone,,TYphoon Kai-Tak,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Yen Bai, Vinh Phuc, Quang Ninh, Hai Phong City provinces",,"Slide (land, mud, snow, rock)",,,,,,,Kph,,,,,2012,8,17,2012,8,17,17,14,59320,1145,60479,,,6800,89.80529293
2012-0260-PHL,2012,0260,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Gener (Saola),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",,Flood,,,,,,150,Kph,,,,,2012,7,31,2012,8,7,58,35,949051,,949086,,,9821,89.80529293
2012-0296-PHL,2012,0296,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Igme (Tembin),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,La Union district (Region I (Ilocos region) province),,Flood,,,,,,165,Kph,,,,,2012,8,20,2012,8,21,11,1,5606,,5607,,,99,89.80529293
2012-0374-PHL,2012,0374,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Lawin (Jelawat),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",,Flood,,,,,,210,Kph,,,,,2012,9,21,2012,9,24,4,,7921,,7921,,,,89.80529293
2012-0406-VNM,2012,0406,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Son Tinh (Ofel),Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghe An, Thanh Hoa, Ninh Binh, Nam Dinh, Thai Binh, Hai Phong City provinces",,Flood,,,,,,,Kph,,,,,2012,10,28,2012,10,28,11,90,,278400,278490,,,336000,89.80529293
2012-0319-MMR,2012,0319,Natural,Hydrological,Flood,Riverine flood,,,Affected,Myanmar,MMR,South-Eastern Asia,Asia,"Kawkareik, Kya-in-Seikkyi, Hpa-an areas (Kawkareik district, Kayin province)",Monsoonal rains,,,,,,,219814,Km2,16.5919,97.85,,"Salaween, Darka rivers",2012,7,15,2012,8,29,2,,85000,,85000,,,,89.80529293
2012-0321-PHL,2012,0321,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Valencia, Maramag areas (Bukidnon district, Region X (Northern Mindanao) province)",,,,,,,,6,Richter,7.905,125.044,03:44,,2012,9,4,2012,9,4,,1,4000,,4001,,,,89.80529293
2012-0431-PHL,2012,0431,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Guian town (Eastern Samar district, Region VIII (Eastern Visayas) province)",,,,,,,,8,Richter,10.811,126.638,20:47,,2012,8,31,2012,8,31,1,10,28869,,28879,,,3244,89.80529293
2012-0171-PHL,2012,0171,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Kalamansig area (Sultan Kudarat district, Region XII province)",,,,,,,,,Km2,,,,,2012,6,11,2012,6,11,,,12300,,12300,,,,89.80529293
2012-0172-PHL,2012,0172,Natural,Hydrological,Flood,Flash flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Glen area (Saranggani district, Region XII province), Maguindanao district (ARMM province), North Cotabato, Sultan Kudarat districts (Region XII province)",Heavy rains,,,,,,,23516,Km2,6.873,124.78,,,2012,6,9,2012,6,12,1,,700,,700,,,,89.80529293
2012-0009-PHL,2012,0009,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Agusan del Sur, Surigao del Sur districts (Region XIII province), Leyte district (Region VIII province), Compostela, Davao del Norte districts (Region XI province), Negros Occidental district (Region VI province), Region IV province",Tail-end of a cold front,,,,,,,,Km2,,,,,2012,1,17,2012,1,17,4,,88570,,88570,,,,89.80529293
2012-0042-PHL,2012,0042,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Jabonga area (Agusan del Norte district, Region XIII province), Kauswagan and Bacolod areas (Lanao del Norte district, Region X province)",Effects of low pressure area,,,,,,,,Km2,,,,,2012,2,14,2012,2,16,,,569,,569,,,,89.80529293
2012-0078-PHL,2012,0078,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Lambayong area (Sultan Kudarat district, Region XII province), Agusan del Norte, Surigao del Norte districts (Region XIII province)",Torrential rain,,,,,,,39825,Km2,8.22392,125.27,,,2012,2,20,2012,2,27,,,25000,,25000,,,,89.80529293
2012-0272-PHL,2012,0272,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Metropolitan Manila district (National Capital region (NCR) province), Ilocos Sur, La Union, Pangasinan districts (Region I (Ilocos Region) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac, Zambales districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal districts (Region IV-A (Calabarzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province)",Monsoonal rain enhnaced by Typhoon Haikui and Saola,,,Yes,,Yes,,,Km2,,,,,2012,8,6,2012,8,8,112,14,4451711,,4451725,,3000,72330,89.80529293
2012-0396-PHL,2012,0396,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region VI (Western Visayas) province,,,,,,,,,Km2,,,,,2012,3,27,2012,3,27,11,,,4835,4835,,,2000,89.80529293
2012-0602-PHL,2012,0602,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces",Heavy rains,,,,,,,,Km2,,,,,2012,6,12,2012,6,13,29,2,,30927,30929,,,1000,89.80529293
2012-0002-PHL,2012,0002,Natural,Hydrological,Landslide,Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Napnapan village (Compostela district, Region XI (Davao Region) province)",Heavy rains,,,,,,,,,,,,,2012,1,5,2012,1,5,75,16,7,,23,,,,89.80529293
2012-0294-PHL,2012,0294,Natural,Meteorological,Storm,Tropical cyclone,,TYphoon Kai-Tak,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",,,,,,,,,Kph,,,,,2012,8,17,2012,8,17,4,,,,,,,3000,89.80529293
2012-0434-PHL,2012,0434,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Karen,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"National Capital region (NCR), Region III (Central Luzon) provinces",,,,,,,,,Kph,,,,,2012,9,13,2012,9,14,1,,1234,,1234,,,,89.80529293
2012-0463-PHL,2012,0463,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Storm Marce (Gaemi),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)",,,,,,,,80,Kph,,,,,2012,10,3,2012,10,3,,,322,,322,,,,89.80529293
2012-0500-PHL,2012,0500,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Bopha,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region XI (Davao Region) province,,,,Yes,,,,260,Kph,,,,,2012,12,4,2012,12,4,1901,2666,6243998,,6246664,,,898352,89.80529293
